itinerary_id,price,flight_number,departure_time,arrival_time,number_of_stops,marketing_airline,operating_airline,is_self_transfer,Score,depart_date,depart_time,arrival_date,arrival_time_only,duration_in_hrs,origin_airport,destination_airport,flight_id,cabin_class_id
18467-2507151655--32573-0-10968-2507151915,C$802,1111,2025-07-15 16:55,2025-07-15 19:15,0,,,False,0.379849,2025-07-15,16:55:00,2025-07-15,19:15:00,3.33,YYZ,DFW,FL1111,cc3
18467-2507151640--32695-0-10968-2507151902,C$711,1029,2025-07-15 16:40,2025-07-15 19:02,0,,,False,0.765166,2025-07-15,16:40:00,2025-07-15,19:02:00,3.37,YYZ,DFW,FL1029,cc3
18467-2507152000--32695-0-10968-2507152222,C$846,1033,2025-07-15 20:00,2025-07-15 22:22,0,,,False,0.395754,2025-07-15,20:00:00,2025-07-15,22:22:00,3.37,YYZ,DFW,FL1033,cc3
18467-2507150820--32695-0-10968-2507151042,C$846,1031,2025-07-15 8:20,2025-07-15 10:42,0,,,False,0.384353,2025-07-15,8:20:00,2025-07-15,10:42:00,3.37,YYZ,DFW,FL1031,cc3
18467-2507151715--32695-1-10968-2507152229,C$868,4990,2025-07-15 17:15,2025-07-15 18:15,1,,,False,0.295972,2025-07-15,17:15:00,2025-07-15,18:15:00,2.0,YYZ,ORD,FL4990,cc3
18467-2507151715--32695-1-10968-2507152229,C$868,5521,2025-07-15 19:50,2025-07-15 22:29,1,,,False,0.295972,2025-07-15,19:50:00,2025-07-15,22:29:00,2.65,ORD,DFW,FL5521,cc3
18467-2507151820--32695-1-10968-2507152359,C$868,1041,2025-07-15 18:20,2025-07-15 20:00,1,,,False,0.295365,2025-07-15,18:20:00,2025-07-15,20:00:00,3.67,YYZ,DEN,FL1041,cc3
18467-2507151820--32695-1-10968-2507152359,C$868,5634,2025-07-15 20:55,2025-07-15 23:59,1,,,False,0.295365,2025-07-15,20:55:00,2025-07-15,23:59:00,2.07,DEN,DFW,FL5634,cc3
18467-2507150700--32695-1-10968-2507151320,C$868,5141,2025-07-15 7:00,2025-07-15 7:59,1,,,False,0.314802,2025-07-15,7:00:00,2025-07-15,7:59:00,1.98,YYZ,ORD,FL5141,cc3
18467-2507150700--32695-1-10968-2507151320,C$868,5186,2025-07-15 10:41,2025-07-15 13:20,1,,,False,0.314802,2025-07-15,10:41:00,2025-07-15,13:20:00,2.65,ORD,DFW,FL5186,cc3
18467-2507150900--32695-1-10968-2507151522,C$868,5143,2025-07-15 9:00,2025-07-15 9:59,1,,,False,0.310876,2025-07-15,9:00:00,2025-07-15,9:59:00,1.98,YYZ,ORD,FL5143,cc3
18467-2507150900--32695-1-10968-2507151522,C$868,4854,2025-07-15 12:45,2025-07-15 15:22,1,,,False,0.310876,2025-07-15,12:45:00,2025-07-15,15:22:00,2.62,ORD,DFW,FL4854,cc3
18467-2507151640--31722-0-10968-2507151902,C$708,8156,2025-07-15 16:40,2025-07-15 19:02,0,,,False,0.999,2025-07-15,16:40:00,2025-07-15,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2507150820--31722-0-10968-2507151042,C$842,8169,2025-07-15 8:20,2025-07-15 10:42,0,,,False,0.654299,2025-07-15,8:20:00,2025-07-15,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2507152000--31722-0-10968-2507152222,C$842,8130,2025-07-15 20:00,2025-07-15 22:22,0,,,False,0.488415,2025-07-15,20:00:00,2025-07-15,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2507150630--32573-1-10968-2507151108,C$634,3524,2025-07-15 6:30,2025-07-15 7:25,1,,,False,0.477924,2025-07-15,6:30:00,2025-07-15,7:25:00,1.92,YYZ,ORD,FL3524,cc4
18467-2507150630--32573-1-10968-2507151108,C$634,1555,2025-07-15 8:40,2025-07-15 11:08,1,,,False,0.477924,2025-07-15,8:40:00,2025-07-15,11:08:00,2.47,ORD,DFW,FL1555,cc4
"18390-2507160910--31954,-31825-3-10968-2507162219",C$717,2219,2025-07-16 9:10,2025-07-16 10:09,3,,,True,0.416406,2025-07-16,9:10:00,2025-07-16,10:09:00,0.98,YTZ,YOW,FL2219,cc1
18467-2507161130--32385-1-10910-2507161534,C$808,2835,2025-07-16 11:30,2025-07-16 13:44,1,,,False,0.59858,2025-07-16,11:30:00,2025-07-16,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2507160600--32385-1-10968-2507161015,C$608,2662,2025-07-16 6:00,2025-07-16 8:20,1,,,False,0.855754,2025-07-16,6:00:00,2025-07-16,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507160600--32385-1-10968-2507161015,C$608,961,2025-07-16 9:00,2025-07-16 10:15,1,,,False,0.855754,2025-07-16,9:00:00,2025-07-16,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2507161320--32385-1-10910-2507161749,C$808,2710,2025-07-16 13:20,2025-07-16 15:37,1,,,False,0.552191,2025-07-16,13:20:00,2025-07-16,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2507160745--32385-1-10968-2507161215,C$608,2988,2025-07-16 7:45,2025-07-16 10:00,1,,,False,0.719082,2025-07-16,7:45:00,2025-07-16,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2507160745--32385-1-10968-2507161215,C$608,414,2025-07-16 11:00,2025-07-16 12:15,1,,,False,0.719082,2025-07-16,11:00:00,2025-07-16,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2507160745--32385-1-10968-2507161215,C$608,414,2025-07-16 11:00,2025-07-16 12:15,1,,,False,0.719082,2025-07-16,11:00:00,2025-07-16,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2507160655--32573-0-10968-2507160915,C$556,1169,2025-07-16 6:55,2025-07-16 9:15,0,,,False,0.848385,2025-07-16,6:55:00,2025-07-16,9:15:00,3.33,YYZ,DFW,FL1169,cc3
18467-2507161324--32573-0-10968-2507161544,C$802,1993,2025-07-16 13:24,2025-07-16 15:44,0,,,False,0.475822,2025-07-16,13:24:00,2025-07-16,15:44:00,3.33,YYZ,DFW,FL1993,cc3
18467-2507161655--32573-0-10968-2507161915,C$802,1111,2025-07-16 16:55,2025-07-16 19:15,0,,,False,0.447188,2025-07-16,16:55:00,2025-07-16,19:15:00,3.33,YYZ,DFW,FL1111,cc3
18467-2507161640--32695-0-10968-2507161902,C$598,1029,2025-07-16 16:40,2025-07-16 19:02,0,,,False,0.999,2025-07-16,16:40:00,2025-07-16,19:02:00,3.37,YYZ,DFW,FL1029,cc3
18467-2507160820--32695-0-10968-2507161042,C$598,1031,2025-07-16 8:20,2025-07-16 10:42,0,,,False,0.684559,2025-07-16,8:20:00,2025-07-16,10:42:00,3.37,YYZ,DFW,FL1031,cc3
18467-2507162000--32695-0-10968-2507162222,C$598,1033,2025-07-16 20:00,2025-07-16 22:22,0,,,False,0.551203,2025-07-16,20:00:00,2025-07-16,22:22:00,3.37,YYZ,DFW,FL1033,cc3
18467-2507160815--32695-1-10968-2507161320,"C$1,110",503,2025-07-16 8:15,2025-07-16 9:09,1,,,False,0.265581,2025-07-16,8:15:00,2025-07-16,9:09:00,1.9,YYZ,ORD,FL503,cc3
18467-2507160815--32695-1-10968-2507161320,"C$1,110",5186,2025-07-16 10:41,2025-07-16 13:20,1,,,False,0.265581,2025-07-16,10:41:00,2025-07-16,13:20:00,2.65,ORD,DFW,FL5186,cc3
18467-2507161000--32695-1-10968-2507161522,"C$1,110",8903,2025-07-16 10:00,2025-07-16 10:53,1,,,False,0.259227,2025-07-16,10:00:00,2025-07-16,10:53:00,1.88,YYZ,ORD,FL8903,cc3
18467-2507161000--32695-1-10968-2507161522,"C$1,110",4854,2025-07-16 12:45,2025-07-16 15:22,1,,,False,0.259227,2025-07-16,12:45:00,2025-07-16,15:22:00,2.62,ORD,DFW,FL4854,cc3
18467-2507160700--32695-1-10968-2507161320,C$620,5141,2025-07-16 7:00,2025-07-16 7:59,1,,,False,0.423698,2025-07-16,7:00:00,2025-07-16,7:59:00,1.98,YYZ,ORD,FL5141,cc3
18467-2507160700--32695-1-10968-2507161320,C$620,5186,2025-07-16 10:41,2025-07-16 13:20,1,,,False,0.423698,2025-07-16,10:41:00,2025-07-16,13:20:00,2.65,ORD,DFW,FL5186,cc3
18467-2507160900--32695-1-10968-2507161522,C$620,5143,2025-07-16 9:00,2025-07-16 9:59,1,,,False,0.432261,2025-07-16,9:00:00,2025-07-16,9:59:00,1.98,YYZ,ORD,FL5143,cc3
18467-2507160900--32695-1-10968-2507161522,C$620,4854,2025-07-16 12:45,2025-07-16 15:22,1,,,False,0.432261,2025-07-16,12:45:00,2025-07-16,15:22:00,2.62,ORD,DFW,FL4854,cc3
18467-2507161640--31722-0-10968-2507161902,C$596,8156,2025-07-16 16:40,2025-07-16 19:02,0,,,False,0.999,2025-07-16,16:40:00,2025-07-16,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2507160820--31722-0-10968-2507161042,C$596,8169,2025-07-16 8:20,2025-07-16 10:42,0,,,False,0.819517,2025-07-16,8:20:00,2025-07-16,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2507162000--31722-0-10968-2507162222,C$596,8130,2025-07-16 20:00,2025-07-16 22:22,0,,,False,0.627937,2025-07-16,20:00:00,2025-07-16,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2507160900--31722-1-10968-2507161320,C$618,1538,2025-07-16 9:00,2025-07-16 9:59,1,,,False,0.40402,2025-07-16,9:00:00,2025-07-16,9:59:00,1.98,YYZ,ORD,FL1538,cc4
18467-2507160900--31722-1-10968-2507161320,C$618,1491,2025-07-16 10:41,2025-07-16 13:20,1,,,False,0.40402,2025-07-16,10:41:00,2025-07-16,13:20:00,2.65,ORD,DFW,FL1491,cc4
18467-2507160700--31722-1-10968-2507161124,C$618,490,2025-07-16 7:00,2025-07-16 7:59,1,,,False,0.398507,2025-07-16,7:00:00,2025-07-16,7:59:00,1.98,YYZ,ORD,FL490,cc4
18467-2507160700--31722-1-10968-2507161124,C$618,1297,2025-07-16 8:45,2025-07-16 11:24,1,,,False,0.398507,2025-07-16,8:45:00,2025-07-16,11:24:00,2.65,ORD,DFW,FL1297,cc4
18467-2507171324--32573-0-10968-2507171544,C$427,1993,2025-07-17 13:24,2025-07-17 15:44,0,,,False,0.999,2025-07-17,13:24:00,2025-07-17,15:44:00,3.33,YYZ,DFW,FL1993,cc1
18467-2507170655--32573-0-10968-2507170915,C$427,1169,2025-07-17 6:55,2025-07-17 9:15,0,,,False,0.727987,2025-07-17,6:55:00,2025-07-17,9:15:00,3.33,YYZ,DFW,FL1169,cc1
18467-2507171655--32573-0-10968-2507171915,C$606,1111,2025-07-17 16:55,2025-07-17 19:15,0,,,False,0.476661,2025-07-17,16:55:00,2025-07-17,19:15:00,3.33,YYZ,DFW,FL1111,cc1
18467-2507170630--32573-1-10968-2507171342,C$562,3524,2025-07-17 6:30,2025-07-17 7:25,1,,,False,0.303245,2025-07-17,6:30:00,2025-07-17,7:25:00,1.92,YYZ,ORD,FL3524,cc1
18467-2507170630--32573-1-10968-2507171342,C$562,481,2025-07-17 11:15,2025-07-17 13:42,1,,,False,0.303245,2025-07-17,11:15:00,2025-07-17,13:42:00,2.45,ORD,DFW,FL481,cc1
18467-2507171130--32385-1-10910-2507171534,C$808,2835,2025-07-17 11:30,2025-07-17 13:44,1,,,False,0.807598,2025-07-17,11:30:00,2025-07-17,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2507170600--32385-1-10968-2507171015,C$608,2662,2025-07-17 6:00,2025-07-17 8:20,1,,,False,0.999,2025-07-17,6:00:00,2025-07-17,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507170600--32385-1-10968-2507171015,C$608,961,2025-07-17 9:00,2025-07-17 10:15,1,,,False,0.999,2025-07-17,9:00:00,2025-07-17,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2507171320--32385-1-10910-2507171749,C$808,2710,2025-07-17 13:20,2025-07-17 15:37,1,,,False,0.552082,2025-07-17,13:20:00,2025-07-17,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2507170745--32385-1-10968-2507171215,C$808,2988,2025-07-17 7:45,2025-07-17 10:00,1,,,False,0.517,2025-07-17,7:45:00,2025-07-17,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2507170745--32385-1-10968-2507171215,C$808,414,2025-07-17 11:00,2025-07-17 12:15,1,,,False,0.517,2025-07-17,11:00:00,2025-07-17,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2507170745--32385-1-10968-2507171215,C$808,414,2025-07-17 11:00,2025-07-17 12:15,1,,,False,0.517,2025-07-17,11:00:00,2025-07-17,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2507170600--32385-1-10910-2507171115,C$608,2662,2025-07-17 6:00,2025-07-17 8:20,1,,,False,0.587687,2025-07-17,6:00:00,2025-07-17,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507171324--32573-0-10968-2507171544,C$556,1993,2025-07-17 13:24,2025-07-17 15:44,0,,,False,0.999,2025-07-17,13:24:00,2025-07-17,15:44:00,3.33,YYZ,DFW,FL1993,cc3
18467-2507171655--32573-0-10968-2507171915,C$735,1111,2025-07-17 16:55,2025-07-17 19:15,0,,,False,0.781237,2025-07-17,16:55:00,2025-07-17,19:15:00,3.33,YYZ,DFW,FL1111,cc3
18467-2507170655--32573-0-10968-2507170915,C$802,1169,2025-07-17 6:55,2025-07-17 9:15,0,,,False,0.693327,2025-07-17,6:55:00,2025-07-17,9:15:00,3.33,YYZ,DFW,FL1169,cc3
18467-2507170820--31722-0-10968-2507171042,C$596,8169,2025-07-17 8:20,2025-07-17 10:42,0,,,False,0.999,2025-07-17,8:20:00,2025-07-17,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2507171640--31722-0-10968-2507171902,C$842,8156,2025-07-17 16:40,2025-07-17 19:02,0,,,False,0.631047,2025-07-17,16:40:00,2025-07-17,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2507172000--31722-0-10968-2507172222,"C$1,558",8130,2025-07-17 20:00,2025-07-17 22:22,0,,,False,0.28617,2025-07-17,20:00:00,2025-07-17,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2507171155--32573-1-10968-2507171550,C$824,3604,2025-07-17 11:55,2025-07-17 12:50,1,,,False,0.286002,2025-07-17,11:55:00,2025-07-17,12:50:00,1.92,YYZ,ORD,FL3604,cc4
18467-2507171155--32573-1-10968-2507171550,C$824,1290,2025-07-17 13:25,2025-07-17 15:50,1,,,False,0.286002,2025-07-17,13:25:00,2025-07-17,15:50:00,2.42,ORD,DFW,FL1290,cc4
18467-2507170700--31722-1-10968-2507171124,C$618,490,2025-07-17 7:00,2025-07-17 7:59,1,,,False,0.508042,2025-07-17,7:00:00,2025-07-17,7:59:00,1.98,YYZ,ORD,FL490,cc4
18467-2507170700--31722-1-10968-2507171124,C$618,1297,2025-07-17 8:45,2025-07-17 11:24,1,,,False,0.508042,2025-07-17,8:45:00,2025-07-17,11:24:00,2.65,ORD,DFW,FL1297,cc4
18467-2507171830--32573-1-10968-2507180041,C$757,3610,2025-07-17 18:30,2025-07-17 19:25,1,,,False,0.265146,2025-07-17,18:30:00,2025-07-17,19:25:00,1.92,YYZ,ORD,FL3610,cc4
18467-2507171830--32573-1-10968-2507180041,C$757,3078,2025-07-17 22:05,2025-07-18 0:41,1,,,False,0.265146,2025-07-17,22:05:00,2025-07-18,0:41:00,2.6,ORD,DFW,FL3078,cc4
18467-2507181324--32573-0-10968-2507181544,C$427,1993,2025-07-18 13:24,2025-07-18 15:44,0,,,False,0.999,2025-07-18,13:24:00,2025-07-18,15:44:00,3.33,YYZ,DFW,FL1993,cc1
18467-2507181655--32573-0-10968-2507181915,C$427,1111,2025-07-18 16:55,2025-07-18 19:15,0,,,False,0.826853,2025-07-18,16:55:00,2025-07-18,19:15:00,3.33,YYZ,DFW,FL1111,cc1
18467-2507180655--32573-0-10968-2507180915,C$427,1169,2025-07-18 6:55,2025-07-18 9:15,0,,,False,0.525117,2025-07-18,6:55:00,2025-07-18,9:15:00,3.33,YYZ,DFW,FL1169,cc1
18467-2507180820--31722-0-10968-2507181042,C$427,8169,2025-07-18 8:20,2025-07-18 10:42,0,,,False,0.66625,2025-07-18,8:20:00,2025-07-18,10:42:00,3.37,YYZ,DFW,FL8169,cc1
18467-2507181640--31722-0-10968-2507181902,C$427,8156,2025-07-18 16:40,2025-07-18 19:02,0,,,False,0.542983,2025-07-18,16:40:00,2025-07-18,19:02:00,3.37,YYZ,DFW,FL8156,cc1
18467-2507182000--31722-0-10968-2507182222,C$427,8130,2025-07-18 20:00,2025-07-18 22:22,0,,,False,0.528808,2025-07-18,20:00:00,2025-07-18,22:22:00,3.37,YYZ,DFW,FL8130,cc1
18467-2507180600--32385-1-10968-2507181015,C$440,2662,2025-07-18 6:00,2025-07-18 8:20,1,,,False,0.417902,2025-07-18,6:00:00,2025-07-18,8:20:00,2.33,YYZ,ATL,FL2662,cc1
18467-2507180600--32385-1-10968-2507181015,C$440,961,2025-07-18 9:00,2025-07-18 10:15,1,,,False,0.417902,2025-07-18,9:00:00,2025-07-18,10:15:00,2.25,ATL,DFW,FL961,cc1
18467-2507180815--31722-1-10968-2507181320,C$449,8533,2025-07-18 8:15,2025-07-18 9:09,1,,,False,0.417768,2025-07-18,8:15:00,2025-07-18,9:09:00,1.9,YYZ,ORD,FL8533,cc1
18467-2507180815--31722-1-10968-2507181320,C$449,1491,2025-07-18 10:41,2025-07-18 13:20,1,,,False,0.417768,2025-07-18,10:41:00,2025-07-18,13:20:00,2.65,ORD,DFW,FL1491,cc1
18467-2507181130--32385-1-10910-2507181534,C$808,2835,2025-07-18 11:30,2025-07-18 13:44,1,,,False,0.712258,2025-07-18,11:30:00,2025-07-18,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2507180600--32385-1-10968-2507181015,C$608,2662,2025-07-18 6:00,2025-07-18 8:20,1,,,False,0.999,2025-07-18,6:00:00,2025-07-18,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507180600--32385-1-10968-2507181015,C$608,961,2025-07-18 9:00,2025-07-18 10:15,1,,,False,0.999,2025-07-18,9:00:00,2025-07-18,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2507181320--32385-1-10910-2507181749,C$808,2710,2025-07-18 13:20,2025-07-18 15:37,1,,,False,0.515435,2025-07-18,13:20:00,2025-07-18,15:37:00,2.28,YYZ,ATL,FL2710,cc2
18467-2507180745--32385-1-10968-2507181215,C$739,2988,2025-07-18 7:45,2025-07-18 10:00,1,,,False,0.519038,2025-07-18,7:45:00,2025-07-18,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2507180745--32385-1-10968-2507181215,C$739,414,2025-07-18 11:00,2025-07-18 12:15,1,,,False,0.519038,2025-07-18,11:00:00,2025-07-18,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2507180745--32385-1-10968-2507181215,C$739,414,2025-07-18 11:00,2025-07-18 12:15,1,,,False,0.519038,2025-07-18,11:00:00,2025-07-18,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2507181855--32385-1-10910-2507182338,C$608,2714,2025-07-18 18:55,2025-07-18 21:16,1,,,False,0.844356,2025-07-18,18:55:00,2025-07-18,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2507181855--32385-1-10968-2507190001,C$608,2714,2025-07-18 18:55,2025-07-18 21:16,1,,,False,0.609248,2025-07-18,18:55:00,2025-07-18,21:16:00,2.35,YYZ,ATL,FL2714,cc2
18467-2507181855--32385-1-10968-2507190001,C$608,818,2025-07-18 22:45,2025-07-19 0:01,1,,,False,0.609248,2025-07-18,22:45:00,2025-07-19,0:01:00,2.27,ATL,DFW,FL818,cc2
18467-2507180600--32385-1-10910-2507181115,C$645,2662,2025-07-18 6:00,2025-07-18 8:20,1,,,False,0.520843,2025-07-18,6:00:00,2025-07-18,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507180655--32573-0-10968-2507180915,C$556,1169,2025-07-18 6:55,2025-07-18 9:15,0,,,False,0.843823,2025-07-18,6:55:00,2025-07-18,9:15:00,3.33,YYZ,DFW,FL1169,cc3
18467-2507181324--32573-0-10968-2507181544,C$668,1993,2025-07-18 13:24,2025-07-18 15:44,0,,,False,0.534056,2025-07-18,13:24:00,2025-07-18,15:44:00,3.33,YYZ,DFW,FL1993,cc3
18467-2507181655--32573-0-10968-2507181915,"C$1,161",1111,2025-07-18 16:55,2025-07-18 19:15,0,,,False,0.401959,2025-07-18,16:55:00,2025-07-18,19:15:00,3.33,YYZ,DFW,FL1111,cc3
18467-2507181640--32695-0-10968-2507181902,C$598,1029,2025-07-18 16:40,2025-07-18 19:02,0,,,False,0.999,2025-07-18,16:40:00,2025-07-18,19:02:00,3.37,YYZ,DFW,FL1029,cc3
18467-2507180820--32695-0-10968-2507181042,C$598,1031,2025-07-18 8:20,2025-07-18 10:42,0,,,False,0.674338,2025-07-18,8:20:00,2025-07-18,10:42:00,3.37,YYZ,DFW,FL1031,cc3
18467-2507182000--32695-0-10968-2507182222,C$598,1033,2025-07-18 20:00,2025-07-18 22:22,0,,,False,0.545901,2025-07-18,20:00:00,2025-07-18,22:22:00,3.37,YYZ,DFW,FL1033,cc3
18467-2507180815--32695-1-10968-2507181320,C$868,503,2025-07-18 8:15,2025-07-18 9:09,1,,,False,0.333957,2025-07-18,8:15:00,2025-07-18,9:09:00,1.9,YYZ,ORD,FL503,cc3
18467-2507180815--32695-1-10968-2507181320,C$868,5186,2025-07-18 10:41,2025-07-18 13:20,1,,,False,0.333957,2025-07-18,10:41:00,2025-07-18,13:20:00,2.65,ORD,DFW,FL5186,cc3
18467-2507181715--32695-1-10968-2507182229,C$620,4990,2025-07-18 17:15,2025-07-18 18:15,1,,,False,0.40732,2025-07-18,17:15:00,2025-07-18,18:15:00,2.0,YYZ,ORD,FL4990,cc3
18467-2507181715--32695-1-10968-2507182229,C$620,5521,2025-07-18 19:50,2025-07-18 22:29,1,,,False,0.40732,2025-07-18,19:50:00,2025-07-18,22:29:00,2.65,ORD,DFW,FL5521,cc3
18467-2507181300--32695-1-10968-2507181858,C$699,5588,2025-07-18 13:00,2025-07-18 14:01,1,,,False,0.372965,2025-07-18,13:00:00,2025-07-18,14:01:00,2.02,YYZ,ORD,FL5588,cc3
18467-2507181300--32695-1-10968-2507181858,C$699,4235,2025-07-18 16:20,2025-07-18 18:58,1,,,False,0.372965,2025-07-18,16:20:00,2025-07-18,18:58:00,2.63,ORD,DFW,FL4235,cc3
18467-2507180700--32695-1-10968-2507181320,C$620,5141,2025-07-18 7:00,2025-07-18 7:59,1,,,False,0.424379,2025-07-18,7:00:00,2025-07-18,7:59:00,1.98,YYZ,ORD,FL5141,cc3
18467-2507180700--32695-1-10968-2507181320,C$620,5186,2025-07-18 10:41,2025-07-18 13:20,1,,,False,0.424379,2025-07-18,10:41:00,2025-07-18,13:20:00,2.65,ORD,DFW,FL5186,cc3
18467-2507181640--31722-0-10968-2507181902,C$596,8156,2025-07-18 16:40,2025-07-18 19:02,0,,,False,0.999,2025-07-18,16:40:00,2025-07-18,19:02:00,3.37,YYZ,DFW,FL8156,cc4
18467-2507180820--31722-0-10968-2507181042,C$596,8169,2025-07-18 8:20,2025-07-18 10:42,0,,,False,0.830416,2025-07-18,8:20:00,2025-07-18,10:42:00,3.37,YYZ,DFW,FL8169,cc4
18467-2507182000--31722-0-10968-2507182222,C$596,8130,2025-07-18 20:00,2025-07-18 22:22,0,,,False,0.654086,2025-07-18,20:00:00,2025-07-18,22:22:00,3.37,YYZ,DFW,FL8130,cc4
18467-2507181100--31722-1-10968-2507181522,C$666,3499,2025-07-18 11:00,2025-07-18 12:01,1,,,False,0.388689,2025-07-18,11:00:00,2025-07-18,12:01:00,2.02,YYZ,ORD,FL3499,cc4
18467-2507181100--31722-1-10968-2507181522,C$666,2290,2025-07-18 12:45,2025-07-18 15:22,1,,,False,0.388689,2025-07-18,12:45:00,2025-07-18,15:22:00,2.62,ORD,DFW,FL2290,cc4
18467-2507180700--31722-1-10968-2507181124,C$618,490,2025-07-18 7:00,2025-07-18 7:59,1,,,False,0.422898,2025-07-18,7:00:00,2025-07-18,7:59:00,1.98,YYZ,ORD,FL490,cc4
18467-2507180700--31722-1-10968-2507181124,C$618,1297,2025-07-18 8:45,2025-07-18 11:24,1,,,False,0.422898,2025-07-18,8:45:00,2025-07-18,11:24:00,2.65,ORD,DFW,FL1297,cc4
18467-2507181715--31722-1-10968-2507182229,C$618,1371,2025-07-18 17:15,2025-07-18 18:15,1,,,False,0.402947,2025-07-18,17:15:00,2025-07-18,18:15:00,2.0,YYZ,ORD,FL1371,cc4
18467-2507181715--31722-1-10968-2507182229,C$618,516,2025-07-18 19:50,2025-07-18 22:29,1,,,False,0.402947,2025-07-18,19:50:00,2025-07-18,22:29:00,2.65,ORD,DFW,FL516,cc4
18467-2507181300--31722-1-10968-2507181858,C$666,3605,2025-07-18 13:00,2025-07-18 14:01,1,,,False,0.389871,2025-07-18,13:00:00,2025-07-18,14:01:00,2.02,YYZ,ORD,FL3605,cc4
18467-2507181300--31722-1-10968-2507181858,C$666,793,2025-07-18 16:20,2025-07-18 18:58,1,,,False,0.389871,2025-07-18,16:20:00,2025-07-18,18:58:00,2.63,ORD,DFW,FL793,cc4
"18390-2507190910--31954,-31825-3-10968-2507192219",C$759,2219,2025-07-19 9:10,2025-07-19 10:09,3,,,True,0.415165,2025-07-19,9:10:00,2025-07-19,10:09:00,0.98,YTZ,YOW,FL2219,cc1
"18390-2507190850--31954,-31825-3-10968-2507192352",C$759,2461,2025-07-19 8:50,2025-07-19 10:05,3,,,True,0.403052,2025-07-19,8:50:00,2025-07-19,10:05:00,1.25,YTZ,YUL,FL2461,cc1
"18390-2507190850--31954,-31825-3-10968-2507192352",C$759,920,2025-07-19 22:35,2025-07-19 23:52,3,,,True,0.403052,2025-07-19,22:35:00,2025-07-19,23:52:00,2.28,ATL,DFW,FL920,cc1
"18390-2507190700--31954,-31825-3-10968-2507192219",C$759,2205,2025-07-19 7:00,2025-07-19 7:59,3,,,True,0.404174,2025-07-19,7:00:00,2025-07-19,7:59:00,0.98,YTZ,YOW,FL2205,cc1
18467-2507190600--32385-1-10968-2507191015,C$808,2662,2025-07-19 6:00,2025-07-19 8:20,1,,,False,0.424699,2025-07-19,6:00:00,2025-07-19,8:20:00,2.33,YYZ,ATL,FL2662,cc2
18467-2507190600--32385-1-10968-2507191015,C$808,961,2025-07-19 9:00,2025-07-19 10:15,1,,,False,0.424699,2025-07-19,9:00:00,2025-07-19,10:15:00,2.25,ATL,DFW,FL961,cc2
18467-2507190745--32385-1-10968-2507191215,C$808,2988,2025-07-19 7:45,2025-07-19 10:00,1,,,False,0.40824,2025-07-19,7:45:00,2025-07-19,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2507190745--32385-1-10968-2507191215,C$808,414,2025-07-19 11:00,2025-07-19 12:15,1,,,False,0.40824,2025-07-19,11:00:00,2025-07-19,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2507190745--32385-1-10968-2507191215,C$808,414,2025-07-19 11:00,2025-07-19 12:15,1,,,False,0.40824,2025-07-19,11:00:00,2025-07-19,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2507190945--32385-2-10968-2507191833,C$645,436,2025-07-19 17:15,2025-07-19 18:33,2,,,False,0.462107,2025-07-19,17:15:00,2025-07-19,18:33:00,2.3,ATL,DFW,FL436,cc2
