Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Bolinder Field-Tooele Valley Airport,,KTVY,US,Tooele,BTF,40.61227,-112.35077,America/Denver,
Bolingbrook's Clow International Airport,,,US,Romeoville,LOT,41.69597,-88.12923,America/Chicago,
Bolton Field,,KTZR,US,Columbus,CMH,39.90615,-83.13644,America/New_York,
Boone County Airport,HRO,KHRO,US,Harrison,HRO,36.26146,-93.15462,America/Chicago,141.0
Boone Municipal Airport,BNW,KBNW,US,Boone,AMW,42.04943,-93.84745,America/Chicago,
"Boone, Watauga County Hospital Heliport",,KTNB,US,,,36.2,-81.65,America/New_York,
Boothville Heliport,,KLNQ,US,Buras,,29.35414,-89.43591,America/Chicago,
Borrego Valley Airport,BXS,,US,Borrego Springs,,33.25801,-116.32469,America/Los_Angeles,
Boscobel Airport,,KOVS,US,Boscobel,,43.15678,-90.68071,America/Chicago,
Boston Harbour Seaplane Base,BNH,,US,Boston,OWD,42.35475,-71.04347,America/New_York,
Boswell Bay Airport,BSW,,US,Boswell Bay,,60.42306,-146.14591,America/Anchorage,
Boulder City Municipal Airport,BLD,KBVU,US,Boulder City,BLD,35.94818,-114.85771,America/Los_Angeles,
Boulder Junction Payzer Airport,,KBDJ,US,Boulder Junction,,46.13742,-89.64596,America/Chicago,
Boulder Municipal Airport,WBU,KBDU,US,Boulder,WBU,40.03943,-105.22582,America/Denver,
Boundary Airport,BYA,,US,Boundary,,64.07755,-141.12325,America/Anchorage,
Bowerman Airport,HQM,KHQM,US,Hoquiam,HQM,46.9712,-123.93656,America/Los_Angeles,
Bowers Field,ELN,KLEN,US,,,47.03374,-120.53146,America/Los_Angeles,
Bowling Green-Warren County Regional Airport,BWG,KBWG,US,Bowling Green,BWG,36.96449,-86.41943,America/Chicago,
Bowman Field,LOU,KLOU,US,Louisville,SDF,38.22813,-85.66302,America/Kentucky/Louisville,
Bowman Municipal Airport,BWM,KBPP,US,,,46.18751,-103.4288,America/Denver,
Boyne Mountain Airport,,KBFA,US,Boyne Falls,,45.16416,-84.92365,America/Detroit,
Brackett Field Airport,POC,KPOC,US,La Verne,EMT,34.0914,-117.78256,America/Los_Angeles,
Bradford Regional Airport,BFD,KBFD,US,Bradford,BFD,41.80284,-78.64003,America/New_York,238.0
Bradley International Airport,BDL,KBDL,US,Windsor Locks,HFD,41.93798,-72.68782,America/New_York,10027.0
Bradshaw Army Airfield,BSF,PHSF,US,Waimea (Kamuela),ITO,19.75901,-155.5541,Pacific/Honolulu,
Brady Curtis Field,BBD,KBBD,US,Brady,,31.17878,-99.32339,America/Chicago,
Brainerd Lakes Regional Airport,BRD,KBRD,US,Brainerd,BRD,46.39774,-94.13721,America/Chicago,
Branch County Memorial Airport,,KOEB,US,Coldwater,,41.93556,-85.05479,America/Detroit,
Brandywine Airport,,KOQN,US,West Chester,PHL,39.98986,-75.57836,America/New_York,
Branson Airport,BKG,KBBG,US,Branson,,36.53764,-93.20011,America/Chicago,
Branson West Municipal Airport- Emerson Field,,KFWB,US,,,36.70038,-93.39876,America/Chicago,
Brawley Municipal Airport,BWC,KBWC,US,Brawley,BWC,32.99178,-115.51358,America/Los_Angeles,
Braxton County Airport,,,US,,,38.68511,-80.65127,America/New_York,
Breckenridge-Wahpeton Interstate Airport,WAH,KBWP,US,Wahpeton,,46.24635,-96.60674,America/Chicago,
Breezy Point Airport,,,US,,,46.5959,-94.22004,America/Chicago,
Bremerton National Airport,PWT,KPWT,US,Bremerton,PWT,47.49275,-122.76243,America/Los_Angeles,
Brenham Municipal Airport,,,US,,,30.219,-96.37428,America/Chicago,
Brenner Field,,KFNB,US,Falls City,,40.07834,-95.59193,America/Chicago,
Brevig Mission Airport,KTS,PFKT,US,Brevig Mission,KTS,65.33088,-166.47362,America/Nome,
Brewster Field,HDE,KHDE,US,Holdrege,EAR,40.4514,-99.33565,America/Chicago,
Bridgeport Municipal Airport,,KXBP,US,Bridgeport,,33.17456,-97.82865,America/Chicago,
Brigham City Airport,BMC,KBMC,US,Brigham City,LGU,41.55239,-112.06226,America/Denver,
Bristow Galliano Heliport,,,US,,,29.41333,-90.29889,America/Chicago,
Britton Municipal Airport,TTO,KBTN,US,Britton,,45.81636,-97.74683,America/Chicago,
Broadus Airport,BDX,,US,Broadus,,45.47205,-105.46469,America/Denver,
Broken Bow Municipal Airport,BBW,KBBW,US,Broken Bow,BBW,41.4364,-99.64234,America/Chicago,
Brookhaven Calabro Airport,WSH,KHWV,US,Shirley,WSH,40.81769,-72.87032,America/New_York,
Brookings Airport,BOK,KBOK,US,Brookings,,42.07511,-124.28994,America/Los_Angeles,
Brookings Municipal Airport,BKX,KBKX,US,Brookings,BKX,44.30497,-96.81339,America/Chicago,
Brooks County Airport,,KBKS,US,Falfurrias,,27.20667,-98.12111,America/Chicago,
Brooks Field,,KRMY,US,Marshall,JXN,42.25278,-84.96049,America/Detroit,
Brooks Lodge Airport,RBH,,US,Brooks Lodge,RBH,58.55,-155.8,America/Anchorage,
Brown County Airport,,KGEO,US,Georgetown,,38.88231,-83.88457,America/New_York,
Brown Field Municipal Airport,SDM,KSDM,US,San Diego,SAN,32.57228,-116.98086,America/Los_Angeles,
Browns Airport,EPG,,US,Weeping Water,LNK,40.87016,-96.10894,America/Chicago,
Brownsville Airport,,,US,,,39.45481,-121.29434,America/Los_Angeles,
Brownsville-South Padre Island International Airport,BRO,KBRO,US,Brownsville,BRO,25.9073,-97.42609,America/Chicago,1307.0
Brownwood Municipal Airport,BWD,KBWD,US,Brownwood,BWD,31.79376,-98.95672,America/Chicago,
Bruce Campbell Field,DXE,KMBO,US,Madison,DXE,32.44014,-90.10439,America/Chicago,
Bruce Field Airport,,,US,,,31.6802,-99.97353,America/Chicago,
Brunswick Golden Isles Airport,BQK,KBQK,US,Brunswick,,31.25884,-81.46621,America/New_York,373.0
Bryant Army Heliport,FRN,PAFR,US,Fort Richardson,ANC,61.2625,-149.65444,America/Anchorage,
Bryce Canyon Airport,BCE,KBCE,US,Bryce Canyon,,37.69998,-112.15353,America/Denver,
Buchanan Field Airport,CCR,KCCR,US,Concord,CCR,37.98937,-122.05802,America/Los_Angeles,
Buckeye Municipal Airport,BXK,KBXK,US,Buckeye,GYR,33.42137,-112.68397,America/Phoenix,
Buckhorn Ranch Airport,CSE,,US,,,38.85277,-106.93006,America/Denver,
Buckland Airport,BKC,PABL,US,Buckland,BKC,65.97995,-161.1393,America/Anchorage,
Buckley Air Force Base,BFK,KBKF,US,Aurora,DEN,39.7056,-104.75507,America/Denver,
Buffalo-Lancaster Regional Airport,,KBQR,US,Lancaster,BUF,42.92335,-78.61177,America/New_York,
Buffalo Municipal Airport,,KBFK,US,Buffalo,,36.86521,-99.61988,America/Chicago,
Buffalo Municipal Airport,,KCFE,US,Buffalo,MSP,45.15885,-93.8433,America/Chicago,
Buffalo Niagara International Airport,BUF,KBUF,US,Buffalo,BUF,42.94034,-78.7317,America/New_York,9977.0
Bullen Point Short Range Radar Station Airport,,PABU,US,Kaktovik,,70.170999,-146.844897,America/Anchorage,
Bullfrog Basin Airport,BFG,,US,Bullfrog,,37.54648,-110.71361,America/Denver,
Burbank Bob Hope Airport,BUR,KBUR,US,Burbank,BUR,34.20056,-118.35925,America/Los_Angeles,3787.0
Burke County Airport,,KBXG,US,Waynesboro,,33.04228,-82.00317,America/New_York,
Burke Lakefront Airport,BKL,KBKL,US,Cleveland,CLE,41.51727,-81.68319,America/New_York,
Burley Municipal Airport,BYI,KBYI,US,Burley,BYI,42.54241,-113.77141,America/Boise,
Burlington-Alamance Regional Airport,,KBUY,US,Burlington,GSO,36.04514,-79.47808,America/New_York,
Burlington International Airport,BTV,KBTV,US,Burlington,BTV,44.47144,-73.15207,America/New_York,4914.0
Burlington Municipal Airport,BRL,KBRL,US,Burlington,BRL,40.7831,-91.12542,America/Chicago,237.0
Burlington Municipal Airport,,KBUU,US,Burlington,,42.69002,-88.3037,America/Chicago,
Burnet Municipal Kate Craddock Field,,KBMQ,US,Burnet,,30.73796,-98.23919,America/Chicago,
Burnett County Airport,,KRZN,US,Siren,,45.82168,-92.369,America/Chicago,
Burns Municipal Airport,BNO,KBNO,US,Burns,BNO,43.5921,-118.95493,America/Los_Angeles,
Burwell Municipal Airport,BUB,KBUB,US,Burwell,BUB,41.77669,-99.14975,America/Chicago,
Butler County Regional Airport,HAO,KHAO,US,Hamilton,HAO,39.36224,-84.52498,America/New_York,
Butler-Graham Airport,BTP,KBTP,US,Butler,PIT,40.77645,-79.9495,America/New_York,
Butler Memorial Airport,BUM,KBUM,US,Butler,,38.28918,-94.34137,America/Chicago,
Butts Army Air Field,FCS,KFCS,US,Fort Carson,COS,38.685,-104.76525,America/Denver,
Buzzards Roost Airport,,,US,,,36.14635,-95.41569,America/Chicago,
C David Campbell Field-Corsicana Municipal Airport,CRS,KCRS,US,Corsicana,CRS,32.02738,-96.39804,America/Chicago,
C E 'Rusty' Williams Airport,,,US,,,32.06724,-93.76437,America/Chicago,
Cabaniss Field Naval Outlying Landing Field,,KNGW,US,Corpus Christi,,27.704426,-97.440578,America/Chicago,
Cabaniss Field,NGW,KNGW,US,Corpus Christi,CRP,27.70542,-97.4404,America/Chicago,
Cable Airport,CCB,KCCB,US,Upland,CCB,34.11244,-117.68473,America/Los_Angeles,
Cabool Memorial Airport,,KTVB,US,Cabool,,37.13001,-92.08671,America/Chicago,
Cairns Army Airfield (Fort Rucker),OZR,KOZR,US,Fort Rucker/Ozark,DHN,31.2766,-85.71477,America/Chicago,
Cairo Airport,CIR,KCIR,US,Cairo,CIR,37.06422,-89.21924,America/Chicago,
Calaveras County Airport-Maury Rasmussen Field,,KCPU,US,,,38.14769,-120.64814,America/Los_Angeles,
Caldwell Industrial Airport,,KEUL,US,Boise,BOI,43.64183,-116.63541,America/Boise,
Caldwell Municipal Airport,,KRWV,US,Caldwell,CLL,30.51548,-96.70414,America/Chicago,
Caledonia County Airport,LLX,KCDA,US,Lyndonville,LLX,44.57103,-72.01649,America/New_York,
"Calexico, Calexico International Airport",,KCWL,US,Calexico,CXL,32.66944,-115.51333,America/Los_Angeles,
Calexico International Airport,CXL,KCXL,US,Calexico,CXL,32.66746,-115.51556,America/Los_Angeles,
Calhoun County Airport,,KPKV,US,Port Lavaca,VCT,28.65389,-96.68111,America/Chicago,
Calverton Executive Airpark,CTO,,US,Calverton,WSH,40.92045,-72.79388,America/New_York,
Camarillo Airport,,KCMA,US,Camarillo,OXR,34.21362,-119.0951,America/Los_Angeles,
Cambridge-Dorchester Airport,CGE,KCGE,US,Cambridge,SBY,38.53947,-76.03249,America/New_York,
Cambridge Municipal Airport,,KCBG,US,Cambridge,,45.5583,-93.26467,America/Chicago,
Cambridge Municipal Airport,,KCDI,US,Cambridge,ZZV,39.97622,-81.57867,America/New_York,
Cambridge Municipal Airport,,KCSB,US,Cambridge,,40.30392,-100.15939,America/Chicago,
Cameron Memorial Airport,,KEZZ,US,Shoal Township,STJ,39.72841,-94.27424,America/Chicago,
Camilla Mitchell County Airport,,KCXU,US,Camilla,,31.21315,-84.235396,America/New_York,
Camp Edwards Heliport,FMH,KFMH,US,Falmouth,FMH,41.6715,-70.5642,America/New_York,
Campbell County Airport,,KJAU,US,Jacksboro,,36.33645,-84.16193,America/New_York,
Canandaigua Airport,IUA,,US,Ontario County IDA,,42.908902,-77.325226,America/New_York,
Candle 2 Airport,CDL,,US,Candle,,65.90652,-161.94154,America/Anchorage,
Cannon Field Airport,,,US,San Antonio,SAT,29.21607,-98.54946,America/Chicago,
Cannon Air Force Base,CVS,KCVS,US,Clovis,CVN,34.392,-103.32071,America/Denver,
Canton Municipal Airport,CTK,,US,Canton,FSD,43.30867,-96.57007,America/Chicago,
Cantwell Airport,,PATW,US,Cantwell,,63.39111,-148.95556,America/Anchorage,
Canyonlands Field,CNY,KCNY,US,Moab,CNY,38.75914,-109.74707,America/Denver,
Cape Cod Airfield,,,US,New Bedford,EWB,41.68531,-70.40665,America/New_York,
Cape Fear Regional Jetport/Howie Franklin Field,,KSUT,US,Southport,ILM,33.92882,-78.07282,America/New_York,
Cape Girardeau Municipal Airport,CGI,KCGI,US,Cape Girardeau,CGI,37.22533,-89.57065,America/Chicago,
Cape Lisburne LRRS Airport,LUR,PALU,US,Cape Lisburne,LUR,68.87513,-166.11002,America/Nome,27.0
Cape May County Airport,WWD,KWWD,US,Wildwood,WWD,39.00928,-74.90795,America/New_York,
Cape Newenham LRRS Airport,EHM,PAEH,US,Cape Newenham,,58.64639,-162.0625,America/Nome,
Cape Pole Seaplane Base,CZP,,US,Cape Pole,,55.9665,-133.79615,America/Metlakatla,
Cape Romanzof LRRS Airport,CZF,PACZ,US,Cape Romanzof,,61.78028,-166.03861,America/Nome,
Cape Sarichef Airport,WSF,PACS,US,Cape Sarichef,,54.58266,-164.90556,America/Anchorage,
Cape Spencer Coast Guard Heliport,CSP,,US,,,58.19925,-136.63994,America/Juneau,
Capital City Airport,HAR,KCXY,US,Harrisburg,HAR,40.22056,-76.85354,America/New_York,
Capital City Airport,FFT,KFFT,US,Frankfort,FFT,38.18229,-84.9044,America/New_York,
Capitol Airport,,,US,Waukesha,UES,43.08569,-88.17968,America/Chicago,
Captain Jack Thomas/El Dorado Airport,EDK,KEQA,US,El Dorado,ICT,37.77764,-96.81698,America/Chicago,
Carbon County Airport,PUC,KPUC,US,Price,PUC,39.60969,-110.75349,America/Denver,
Caribou Municipal Airport,CAR,KCAR,US,Caribou,,46.87143,-68.01725,America/New_York,
Carl R Keller Field Airport,,KPCW,US,Port Clinton,SKY,41.50937,-82.87016,America/New_York,
Carmi Municipal Airport,,KCUL,US,Carmi,EVV,38.08949,-88.12281,America/Chicago,
"Caro, Tuscola Area Airport",TZC,KCFS,US,Caro,TZC,43.45861,-83.44528,America/Detroit,
Carrabelle-Thompson Airport,,,US,,,29.84359,-84.69634,America/New_York,
Carrizozo Municipal Airport,,,US,,,33.64809,-105.89022,America/Denver,
Carroll County Airport,,KHZD,US,Huntingdon,,36.08666,-88.46592,America/Chicago,
Carroll County Regional Airport/Jack B Poage Field,,KDMW,US,Westminster,FDK,39.60835,-77.00453,America/New_York,
Carroll County-Tolson Airport,,KTSO,US,Carrollton,,40.56272,-81.07916,America/New_York,
Carson Airport,CSN,KCXP,US,Carson City,CSN,39.19184,-119.73658,America/Los_Angeles,
Cartersville Airport,,KVPC,US,Cartersville,MGE,34.12314,-84.84999,America/New_York,
Casa Grande Municipal Airport,CGZ,KCGZ,US,Casa Grande,CGZ,32.95478,-111.76735,America/Phoenix,
Cascade Airport,ICS,,US,Cascade,,44.49378,-116.01624,America/Boise,
Cascade Locks-Stevenson State Airport,CZK,KCZK,US,,,45.66651,-121.88869,America/Los_Angeles,
Casco Cove Coast Guard Station,ATU,PAAT,US,Attu,,52.83261,173.17962,America/Adak,
Casper-Natrona County International Airport,CPR,KCPR,US,Casper,CPR,42.90802,-106.46392,America/Denver,931.0
Castle Airport,MER,KMER,US,Merced,MCE,37.37344,-120.56622,America/Los_Angeles,
Castroville Municipal Airport,,KCVB,US,Castroville,SAT,29.34306,-98.84826,America/Chicago,
Catalina Airport,AVX,KAVX,US,Avalon,AVX,33.40424,-118.4159,America/Los_Angeles,
Catalina Air-Sea Terminal Heliport,SPQ,,US,San Pedro,TOA,33.74903,-118.27465,America/Los_Angeles,
Cattaraugus County-Olean Airport,OLE,KOLE,US,Olean,OLE,42.24142,-78.37308,America/New_York,
Cavern City Air Terminal,CNM,KCNM,US,Carlsbad,CNM,32.33734,-104.263,America/Denver,
Cecil Airport,VQQ,KVQQ,US,Jacksonville,JAX,30.21861,-81.87667,America/New_York,
Cedar City Regional Airport,CDC,KCDC,US,Cedar City,CDC,37.70137,-113.09801,America/Denver,321.0
Center Island Airport,CWS,,US,Center Island,ODW,48.4901,-122.83212,America/Los_Angeles,
Centerville Municipal Airport,GHM,KGHM,US,Centerville,MRC,35.83603,-87.44496,America/Chicago,
Centerville Municipal Airport,,KTVK,US,Centerville,,40.68875,-92.90132,America/Chicago,
Central Colorado Regional Airport,,KAEJ,US,Buena Vista,,38.812906,-106.120062,America/Denver,
Central Illinois Regional Airport at Bloomington-Normal,BMI,KBMI,US,Bloomington/Normal,BMI,40.48299,-88.91395,America/Chicago,1242.0
Central Jersey Regional Airport,JVI,,US,Manville,JVI,40.5245,-74.5982,America/New_York,
Central Maine Airport of Norridgewock,OWK,KOWK,US,Norridgewock,,44.71736,-69.86319,America/New_York,
Central Nebraska Regional Airport,GRI,KGRI,US,Grand Island,GRI,40.96723,-98.30895,America/Chicago,401.0
Central Airport,CEM,PARL,US,Central,CEM,65.57361,-144.78306,America/Anchorage,
Central Wisconsin Airport,CWA,KCWA,US,Mosinee,AUW,44.7783,-89.66623,America/Chicago,
Centralia Municipal Airport,ENL,KENL,US,Centralia,,38.51477,-89.09201,America/Chicago,
Centre-Piedmont-Cherokee County Regional Airport,,KPYP,US,Centre,,34.09035,-85.61368,America/Chicago,
Centreville,,KCKL,US,Tuscaloosa,TCL,32.9,-87.25,America/Chicago,
Century City Heliport,CCD,,US,Los Angeles,LAX,34.060798645,-118.417999268,America/Los_Angeles,
Cessna Aircraft Field Airport,CEA,KCEA,US,Wichita,ICT,37.6486,-97.2506,America/Chicago,
Chadron Municipal Airport,CDR,KCDR,US,Chadron,CDR,42.83747,-103.09574,America/Denver,
Chalkyitsik Airport,CIK,PACI,US,Chalkyitsik,CIK,66.64926,-143.7276,America/Anchorage,
Challis Airport,CHL,KLLJ,US,Challis,,44.52298,-114.21756,America/Boise,
Chamberlain Municipal Airport,,,US,,,43.76667,-99.31833,America/Chicago,
Chan Gurney Municipal Airport,YKN,KYKN,US,Yankton,,42.91639,-97.38589,America/Chicago,
Chandalar Lake Airport,WCR,PALR,US,Chandalar Lake,,67.50278,-148.49083,America/Anchorage,
Chandelle Estates Airport,,,US,Dover,,39.205079,-75.483301,America/New_York,
Chandler Field,AXN,KAXN,US,Alexandria,AXN,45.86607,-95.39476,America/Chicago,
Chandler Municipal Airport,,KCHD,US,Chandler,SCF,33.26894,-111.8118,America/Phoenix,
Chandler Municipal Airport,,KCQB,US,,,35.72368,-96.8203,America/Chicago,
Chanute Martin Johnson Airport,CNU,KCNU,US,Chanute,,37.66838,-95.48693,America/Chicago,
Chariton Municipal Airport,,KCNC,US,Chariton,,41.01944,-93.35965,America/Chicago,
Charles B. Wheeler Downtown Airport,MKC,KMKC,US,Kansas City,MKC,39.12118,-94.59153,America/Chicago,
Charles City Municipal Airport,CCY,KCCY,US,Charles City,,43.07247,-92.61074,America/Chicago,
Charleston Executive Airport,,KJZI,US,Johns Island,CHS,32.69824,-80.00753,America/New_York,
Charleston International Airport,CHS,KCHS,US,Charleston,CHS,32.89851,-80.04037,America/New_York,10761.0
Charleston Municipal Airport,,,US,,,33.98711,-90.07969,America/Chicago,
Charlevoix Municipal Airport,,KCVX,US,Charlevoix,,45.30417,-85.27201,America/Detroit,
Charlotte Douglas International Airport,CLT,KCLT,US,Charlotte,CLT,35.2207,-80.94413,America/New_York,127060.0
Charlotte-Monroe Executive Airport,,KEQY,US,Monroe,CLT,35.02043,-80.61868,America/New_York,
Charlottesville-Albemarle Airport,CHO,KCHO,US,Charlottesville,CHO,38.13847,-78.45279,America/New_York,3405.0
Chase City Municipal Airport,,KCXE,US,Chase City,,36.79163,-78.50193,America/New_York,
Chase Field Industrial Airport,,,US,,,28.36912,-97.66017,America/Chicago,
Chase Field Industrial Airport,NIR,,US,Beeville,,28.362444,-97.661917,America/Chicago,
Chatham Municipal Airport,,KCQX,US,Chatham,,41.68844,-69.9889,America/New_York,
Chatham Seaplane Base,CYM,,US,Chatham,,57.51514,-134.94586,America/Sitka,
Chattanooga Metropolitan Airport,CHA,KCHA,US,Chattanooga,CHA,35.03507,-85.20357,America/New_York,3680.0
Chautauqua County-Dunkirk Airport,DKK,KDKK,US,Dunkirk,,42.49339,-79.27171,America/New_York,
Chautauqua County-Jamestown Airport,JHW,KJHW,US,Jamestown,JHW,42.15,-79.26667,America/New_York,
Cheboygan City-County Airport,,,US,,,45.65361,-84.51917,America/Detroit,
Cheboygan County Airport,,KSLH,US,Cheboygan,,45.653702,-84.519302,America/Detroit,
Chefornak Airport,CYF,PACK,US,Chefornak,CYF,60.15708,-164.28577,America/Nome,
Chehalis-Centralia Airport,CLS,KCLS,US,Chehalis,,46.67416,-122.98557,America/Los_Angeles,
Chena Hot Springs Airport,CEX,,US,Chena Hot Springs,,65.05183,-146.04743,America/Anchorage,
Chenega Bay Airport,NCN,PFCB,US,Chenega,NCN,60.07724,-147.9931,America/Anchorage,
Chennault International Airport,CWF,KCWF,US,Lake Charles,LCH,30.21426,-93.14827,America/Chicago,
Cheraw Municipal Airport/Lynch Bellinger Field,HCW,KCQW,US,Cheraw,,34.71073,-79.96047,America/New_York,
Chernofski Harbor Seaplane Base,KCN,,US,Chernofski Harbor,,53.40351,-167.54964,America/Adak,
Cherokee County Airport,,KCNI,US,,,34.30997,-84.42336,America/New_York,
Cherokee County Airport,JKV,KJSO,US,Jacksonville,,31.87077,-95.21724,America/Chicago,
Cherokee Municipal Airport,,KCKP,US,,,42.73082,-95.55556,America/Chicago,
Cherry Capital Airport,TVC,KTVC,US,Traverse City,TVC,44.7372,-85.57969,America/Detroit,1932.0
"Cherry Point, Marine Corps Air Station",,KNKT,US,New Bern,EWN,34.90087,-76.88073,America/New_York,
Chesapeake Municipal Airport,,KCPK,US,Virginia Beach,NTU,36.66404,-76.32189,America/New_York,
Chester Catawba Regional Airport,,KDCM,US,Chester,RKH,34.78931,-81.19564,America/New_York,
"Chester, Chester Airport",,KSNC,US,Chester,HVN,41.38389,-72.50583,America/New_York,
Chester County G O Carlson Airport,CTH,KMQS,US,Coatesville,CTH,39.9807,-75.86621,America/New_York,
Chevak Airport,VAK,PAVA,US,Chevak,VAK,61.53706,-165.60272,America/Nome,
Cheyenne County Municipal Airport,,KSYF,US,St Francis,,39.76385,-101.79795,America/Chicago,
Cheyenne Airport,CYS,KCYS,US,Cheyenne,CYS,41.15554,-104.8133,America/Denver,372.0
Cheyenne Mountain Space Force Station Heliport,,KCQJ,US,Colorado Springs,,38.738586,-104.835148,America/Denver,
Chicago/Aurora Municipal Airport,AUZ,KARR,US,Chicago/Aurora,AUZ,41.77086,-88.47285,America/Chicago,
Chicago Executive Airport,PWK,KPWK,US,Chicago/Prospect Heights/Wheeling,CHI,42.11662,-87.90058,America/Chicago,
Chicago Midway International Airport,MDW,KMDW,US,Chicago,CHI,41.7868,-87.74555,America/Chicago,2912.0
Chicago O'Hare International Airport,ORD,KORD,US,Chicago,CHI,41.97959,-87.90446,America/Chicago,177167.0
Chicago/Rockford International Airport,RFD,KRFD,US,Chicago/Rockford,RFD,42.20074,-89.09538,America/Chicago,117.0
Chickasha Municipal Airport,CHK,KCHK,US,Chickasha,OUN,35.09618,-97.96643,America/Chicago,
Chicken Airport,CKX,,US,Chicken,CKX,64.06662,-141.95117,America/Anchorage,
Chico Municipal Airport,CIC,KCIC,US,Chico,CIC,39.79516,-121.85942,America/Los_Angeles,
Chignik Bay Seaplane Base,KBW,,US,Chignik,,56.29567,-158.40099,America/Anchorage,
Chignik Fisheries Airport,KCG,PAJC,US,Chignik,KCQ,56.31778,-158.59083,America/Anchorage,
Chignik Lagoon Airport,KCL,,US,Chignik Flats,KCQ,56.31116,-158.53593,America/Anchorage,
Chignik Lake Airport,KCQ,PAJC,US,Chignik Lake,KCQ,56.25558,-158.7758,America/Anchorage,
Chignik Airport,KCQ,PAJC,US,Chignik,,56.31139,-158.37389,America/Anchorage,
Childress Municipal Airport,CDS,KCDS,US,Childress,,34.43367,-100.28845,America/Chicago,
